LocationID,StateAbbr,CountyName,TotalPopulation,chronic_disease_burden_score,chronic_disease_burden_rank,ARTHRITIS_pct,BPHIGH_pct,CANCER_pct,CASTHMA_pct,CHD_pct,COPD_pct,DEPRESSION_pct,DIABETES_pct,HIGHCHOL_pct,OBESITY_pct,STROKE_pct
51059421701,VA,Fairfax,4517,-0.00954809158198679,739,19.6,30.8,4.1,10.4,4.9,5.1,19.0,13.4,34.8,32.1,3.0
51153901224,VA,Prince William,4459,-0.009971449293176605,740,22.8,31.9,7.7,9.3,4.8,4.2,19.6,10.2,38.0,31.3,2.5
24031700820,MD,Montgomery,3097,-0.010892363736175366,741,18.4,31.3,4.4,9.9,4.9,5.5,18.7,12.3,38.1,31.4,3.0
24031700104,MD,Montgomery,5486,-0.012349580235442048,742,20.8,32.2,6.5,9.8,4.9,4.6,18.0,10.8,40.1,28.7,2.8
24031703501,MD,Montgomery,6694,-0.014034487704474437,743,19.5,32.4,5.1,9.6,5.1,4.9,17.0,12.4,39.7,30.3,3.1
51510200600,VA,Alexandria,4731,-0.014298275220223448,744,22.1,31.7,6.0,9.9,4.6,4.3,20.1,11.2,36.3,32.8,2.6
24021751001,MD,Frederick,2076,-0.014589597036400125,745,21.1,31.3,5.4,10.2,4.1,4.6,21.8,10.3,34.7,37.4,2.5
24031700615,MD,Montgomery,2895,-0.01500885501061272,746,22.5,31.6,8.9,9.1,5.1,4.1,18.2,9.5,43.6,23.9,2.5
51059432100,VA,Fairfax,3573,-0.016851362198900512,747,23.6,29.9,8.4,9.6,5.0,4.3,19.8,10.2,38.8,24.3,2.5
51153900408,VA,Prince William,4700,-0.01776458553166014,748,20.5,32.4,4.9,10.4,4.2,4.6,20.2,11.5,34.8,35.9,2.7
24031706007,MD,Montgomery,7270,-0.01795208766549049,749,23.5,33.3,10.2,8.1,5.7,3.8,15.3,10.2,46.3,20.0,2.7
11001009505,DC,District of Columbia,3796,-0.01799914015139918,750,21.0,35.4,6.0,10.7,4.5,4.1,18.1,10.1,35.5,26.7,3.7
51510200108,VA,Alexandria,1667,-0.01851990988778831,751,21.3,32.8,5.0,10.5,4.2,4.3,20.1,11.6,34.5,35.2,2.7
51179010103,VA,Stafford,5044,-0.019520094132728184,752,21.9,29.4,6.1,10.6,4.2,4.2,22.9,9.7,34.0,35.3,2.4
11001000904,DC,District of Columbia,3148,-0.02055773006962132,753,24.1,31.0,12.8,8.6,5.2,3.6,19.3,7.0,42.3,18.1,2.7
24033804802,MD,Prince George's,2970,-0.020843813217487864,754,19.3,32.3,3.8,10.8,4.6,4.9,16.0,13.0,32.0,42.7,3.2
51179010105,VA,Stafford,8089,-0.021514325291862504,755,22.4,30.4,6.2,10.4,4.2,4.2,21.6,10.0,35.1,34.9,2.4
24031701601,MD,Montgomery,2128,-0.0231129546647012,756,18.3,33.5,3.7,10.8,4.5,4.9,17.8,12.4,35.9,33.8,3.2
24031701704,MD,Montgomery,3033,-0.02364012425723988,757,21.5,32.1,7.3,9.9,4.7,4.2,18.8,9.8,39.9,28.2,2.7
51179010211,VA,Stafford,4242,-0.023899839490239747,758,20.9,29.3,5.0,10.9,3.9,4.5,23.5,10.1,33.0,37.5,2.4
51510200109,VA,Alexandria,5794,-0.02410007424989157,759,20.2,32.1,4.3,10.3,4.3,4.7,20.2,12.2,34.1,37.1,2.7
51059451601,VA,Fairfax,6129,-0.02632689791403767,760,16.6,27.8,2.9,9.8,5.4,6.0,20.9,14.1,33.6,34.5,3.0
24033806601,MD,Prince George's,4939,-0.026493896666443573,761,18.3,30.7,3.4,10.6,4.6,5.4,16.3,13.4,32.9,43.2,3.1
24033807405,MD,Prince George's,6459,-0.026597147547624565,762,21.4,31.7,6.0,10.2,4.8,4.9,15.9,11.6,35.6,36.3,2.8
51013103700,VA,Arlington,2626,-0.027351792442473332,763,25.4,30.9,9.8,8.8,5.0,3.7,20.2,9.0,40.0,24.5,2.3
51059430902,VA,Fairfax,3415,-0.029242780568895652,764,22.4,31.1,6.8,9.1,5.3,4.5,18.4,12.3,39.3,25.2,2.7
51510200302,VA,Alexandria,4452,-0.029949510342256336,765,21.7,30.4,6.1,10.1,4.6,4.7,20.4,10.5,35.6,32.2,2.6
51683910302,VA,Manassas,6436,-0.030645175657466203,766,20.2,29.4,5.2,10.2,4.5,4.9,21.4,11.0,34.2,35.9,2.6
51059432401,VA,Fairfax,3615,-0.030985992082115,767,24.0,30.6,9.1,9.2,5.1,4.1,18.8,10.2,40.6,22.7,2.4
24031701306,MD,Montgomery,3000,-0.03276823314296914,768,22.9,31.3,9.7,8.9,5.1,4.0,18.2,8.9,43.1,23.6,2.5
24031703201,MD,Montgomery,7546,-0.03297157628409256,769,21.1,31.6,7.3,8.9,5.4,4.7,17.1,10.8,41.9,25.5,2.9
24021750804,MD,Frederick,2441,-0.03324770927778184,770,23.6,30.9,8.3,9.5,4.3,4.0,20.4,8.9,37.8,32.9,2.3
51153901229,VA,Prince William,3983,-0.03341651233110052,771,20.6,32.3,5.0,10.1,4.3,4.4,20.0,11.7,35.7,35.0,2.7
51600300200,VA,Fairfax,5200,-0.03345445750558931,772,22.9,31.0,7.6,9.1,5.0,4.3,19.5,10.4,37.3,31.1,2.5
24033805906,MD,Prince George's,3816,-0.034179989595397434,773,18.0,31.6,3.2,11.2,4.3,5.4,17.0,12.7,31.0,44.4,3.0
51059480203,VA,Fairfax,2828,-0.034602998458249344,774,23.8,30.6,8.9,9.0,5.5,4.3,18.5,10.4,38.8,22.3,2.7
51059470400,VA,Fairfax,4994,-0.03503729794658619,775,24.9,30.7,10.2,9.0,5.2,3.7,18.4,9.7,41.0,21.6,2.4
51059450400,VA,Fairfax,2726,-0.036164045355121986,776,23.2,30.1,8.3,9.3,5.2,4.3,18.8,10.6,39.5,23.7,2.6
24033802201,MD,Prince George's,4215,-0.03696171070825942,777,20.7,34.9,4.3,12.0,3.8,4.2,15.4,11.7,31.8,42.4,2.9
51059461201,VA,Fairfax,4633,-0.037091837007463664,778,24.8,30.6,10.3,9.0,5.2,3.6,18.4,9.6,41.3,21.6,2.4
24033806800,MD,Prince George's,4183,-0.040518889412183096,779,21.7,30.9,6.5,10.0,4.9,5.0,16.5,10.9,35.9,34.7,2.7
24033800514,MD,Prince George's,6586,-0.043870342509358756,780,22.5,37.7,5.2,11.4,3.8,3.5,13.3,12.4,35.0,39.2,2.8
24031700604,MD,Montgomery,6725,-0.04598339861213155,781,22.7,31.3,9.4,8.9,5.1,4.0,17.6,9.3,44.1,22.6,2.5
51059421103,VA,Fairfax,5913,-0.04867038145701772,782,22.9,30.4,7.4,10.0,4.7,4.3,19.5,10.5,38.2,25.4,2.5
24031704700,MD,Montgomery,3816,-0.049641547963638996,783,23.4,30.9,10.8,8.8,5.1,3.7,17.9,8.3,44.1,21.8,2.4
51059482002,VA,Fairfax,3545,-0.049739237084301856,784,24.0,29.5,9.4,9.6,4.9,3.8,20.5,9.1,38.7,23.8,2.3
51510200802,VA,Alexandria,2991,-0.04982456820508279,785,21.2,29.0,5.8,10.5,4.2,4.7,22.9,9.6,34.3,33.1,2.4
24031700833,MD,Montgomery,4600,-0.05062578740333445,786,18.8,31.5,4.9,9.5,5.1,5.1,17.4,12.4,40.0,28.8,3.0
51059460900,VA,Fairfax,2631,-0.05107945623869415,787,24.2,30.3,9.5,9.0,5.2,4.0,18.7,9.8,40.1,22.2,2.5
24031705800,MD,Montgomery,6489,-0.05141100217320105,788,23.1,31.0,10.3,9.0,5.0,3.7,18.0,8.5,43.7,22.8,2.4
51153901703,VA,Prince William,2762,-0.052354496437918834,789,20.5,30.4,5.6,9.3,4.9,4.8,20.0,11.2,36.2,34.0,2.7
24031703221,MD,Montgomery,4694,-0.05315852755631006,790,21.1,33.1,6.7,9.7,4.8,4.2,16.9,11.0,40.8,27.3,2.8
51153901411,VA,Prince William,6810,-0.053621207854026624,791,22.8,32.0,7.6,9.3,4.6,4.0,19.7,10.2,38.5,29.5,2.4
24031701418,MD,Montgomery,3524,-0.05490096112980217,792,20.5,34.8,5.5,10.3,4.4,4.1,16.1,11.8,39.6,29.3,3.0
51059450100,VA,Fairfax,5524,-0.05581705460715236,793,20.1,29.0,5.3,9.6,5.1,5.4,20.6,11.9,36.1,27.9,2.7
51059440505,VA,Fairfax,1346,-0.05639988773182981,794,23.9,31.1,8.8,8.9,5.2,4.0,18.0,10.8,40.9,22.1,2.5
51153901010,VA,Prince William,4416,-0.059715004404124986,795,22.0,31.1,6.9,10.1,4.2,4.1,21.1,9.5,36.0,32.5,2.4
24017850709,MD,Charles,7566,-0.06023656006302256,796,20.6,37.3,4.3,11.1,3.5,4.1,17.1,11.5,31.9,43.0,2.7
51059440501,VA,Fairfax,5006,-0.060969045257881646,797,23.7,30.7,8.8,8.8,5.4,4.2,17.8,10.7,40.6,21.5,2.6
24031706011,MD,Montgomery,5578,-0.06105043632217613,798,23.3,32.9,10.4,8.1,5.6,3.6,15.2,9.8,45.8,20.0,2.7
51059440702,VA,Fairfax,5397,-0.06154379676939681,799,24.3,30.7,9.5,8.9,5.3,3.9,18.0,10.1,40.4,21.8,2.5
51059415700,VA,Fairfax,4187,-0.06163989637698945,800,23.9,28.6,9.6,9.7,4.9,3.9,20.8,8.4,38.4,23.7,2.3
24031703207,MD,Montgomery,5906,-0.0619504954665556,801,19.2,30.8,5.5,9.6,5.2,4.9,18.0,11.3,38.1,30.3,3.0
24033800606,MD,Prince George's,4778,-0.06333230040904901,802,21.2,36.0,4.3,12.7,3.3,3.6,15.1,11.4,31.5,43.0,2.7
51059451602,VA,Fairfax,2885,-0.06447307874058249,803,21.4,30.3,6.4,9.6,5.1,4.5,19.3,11.7,37.1,26.7,2.7
24031700902,MD,Montgomery,3816,-0.06498784219957604,804,19.6,31.3,5.8,9.3,5.1,4.9,17.9,11.4,39.9,28.1,2.9
24033800210,MD,Prince George's,3689,-0.06503372262092538,805,19.7,33.7,3.9,12.1,3.7,4.6,16.1,11.7,31.1,42.3,2.8
24031701005,MD,Montgomery,3281,-0.06510609881528444,806,22.2,31.4,8.7,8.8,5.2,4.2,17.5,9.7,43.2,22.9,2.6
24031700811,MD,Montgomery,5010,-0.06618685690985636,807,19.4,31.4,5.3,10.1,4.7,4.7,18.0,11.4,38.4,30.2,2.9
51059421702,VA,Fairfax,4000,-0.06622575237879301,808,21.9,31.5,6.3,9.6,5.0,4.3,18.0,12.0,37.0,28.2,2.8
24031703401,MD,Montgomery,5871,-0.06634029268858153,809,19.1,31.4,5.0,8.9,5.4,4.8,16.7,12.9,40.6,29.1,3.1
24033804700,MD,Prince George's,3537,-0.06734799900284766,810,21.6,32.5,5.8,10.5,4.3,4.3,16.2,11.3,34.9,37.9,2.7
24021751904,MD,Frederick,4606,-0.06879098075831157,811,23.0,30.8,7.9,9.3,4.4,4.1,20.4,9.0,37.5,32.6,2.3
24031700823,MD,Montgomery,3509,-0.06907344175627227,812,21.4,31.2,7.6,9.2,5.0,4.4,18.1,10.0,41.8,25.2,2.6
51059415100,VA,Fairfax,3633,-0.07042090491886745,813,22.9,29.9,8.2,9.4,5.0,4.2,19.5,10.0,38.0,25.7,2.5
24033806100,MD,Prince George's,4574,-0.07047076692897734,814,22.2,32.7,6.6,10.0,4.7,4.3,15.0,11.2,35.8,35.9,2.8
51059431500,VA,Fairfax,5733,-0.07279843116590902,815,23.7,30.5,8.8,9.3,5.0,4.0,18.7,9.9,39.0,23.9,2.5
51059470100,VA,Fairfax,2769,-0.07338028588461774,816,24.7,30.9,10.4,8.7,5.3,3.5,17.5,9.8,42.0,20.4,2.4
11001007100,DC,District of Columbia,3218,-0.07499878246867965,817,17.9,29.4,4.7,11.3,3.9,5.3,24.7,8.6,32.3,28.2,3.1
24031700207,MD,Montgomery,5804,-0.07526242046338256,818,19.9,29.7,6.2,10.0,4.7,4.9,20.1,9.7,38.5,28.5,2.6
24031703702,MD,Montgomery,4147,-0.07805808073729124,819,19.2,31.2,5.4,9.1,5.2,4.9,17.6,11.9,39.9,29.2,2.9
51107611502,VA,Loudoun,6550,-0.07809153195788082,820,21.6,31.4,6.0,9.2,5.0,4.7,18.2,11.5,37.0,30.8,2.7
51059432000,VA,Fairfax,3393,-0.07873120943400719,821,22.2,29.5,7.1,9.7,4.9,4.5,19.6,10.8,38.3,24.5,2.5
51510200409,VA,Alexandria,6318,-0.07904046277448264,822,19.5,30.5,4.3,10.8,4.1,4.7,22.0,10.7,32.4,36.0,2.6
24033800108,MD,Prince George's,4351,-0.07926663809464736,823,19.6,33.8,4.0,11.9,3.8,4.4,16.5,11.5,31.0,42.9,2.7
51059421300,VA,Fairfax,3658,-0.0793548174068441,824,22.5,29.9,7.6,9.8,4.9,4.1,20.0,10.1,37.2,25.8,2.5
51153901232,VA,Prince William,5839,-0.08056445928770088,825,21.1,30.9,6.3,9.8,4.4,4.6,20.8,9.7,35.6,32.7,2.5
24031701426,MD,Montgomery,5398,-0.08071937576789037,826,19.4,33.9,4.7,10.8,4.3,4.3,16.9,11.5,37.8,30.5,3.0
51059430101,VA,Fairfax,4718,-0.08079543600337859,827,24.0,30.0,9.4,9.1,5.1,3.9,18.7,9.7,39.9,22.4,2.4
51059491000,VA,Fairfax,2206,-0.08090681039560811,828,23.4,30.3,8.4,9.2,5.0,4.1,18.8,10.4,40.2,22.6,2.4
51107611204,VA,Loudoun,5768,-0.08181772173699083,829,21.4,30.5,5.9,9.5,4.7,4.7,19.5,10.9,36.2,32.2,2.6
24031700901,MD,Montgomery,5213,-0.08226713510484483,830,20.9,31.6,7.4,8.9,5.5,4.4,17.6,10.5,40.4,24.1,2.9
51107611602,VA,Loudoun,4316,-0.08356273030899573,831,19.3,29.8,4.3,9.7,4.7,5.2,19.9,12.0,34.4,35.9,2.7
51510202002,VA,Alexandria,2430,-0.08429967581671906,832,23.9,29.1,9.3,9.5,4.6,3.6,21.6,8.2,37.5,27.2,2.2
51059481900,VA,Fairfax,5821,-0.08475530645694104,833,22.8,29.8,8.2,9.5,5.1,4.2,19.4,9.9,37.8,23.6,2.6
51153901222,VA,Prince William,2654,-0.08510961758776696,834,21.4,30.1,6.5,10.2,4.2,4.3,21.9,9.2,35.2,32.9,2.3
51059492203,VA,Fairfax,4014,-0.08544310959701752,835,23.7,30.1,8.8,9.4,4.8,3.8,19.0,9.9,40.1,22.9,2.4
24031701202,MD,Montgomery,2785,-0.08556049850552573,836,23.1,30.6,10.5,8.8,5.0,3.6,18.0,8.3,43.4,22.4,2.4
51059432202,VA,Fairfax,4741,-0.08568609181815066,837,23.3,29.7,8.6,9.2,5.2,4.2,18.9,10.0,38.8,23.1,2.5
24031701210,MD,Montgomery,3977,-0.0857951594318813,838,23.2,32.2,10.5,8.3,5.3,3.5,16.1,9.2,45.3,21.0,2.5
51510200900,VA,Alexandria,5078,-0.0861872772128748,839,24.5,29.9,9.4,9.3,4.4,3.5,20.7,8.5,39.1,27.4,2.1
24033800701,MD,Prince George's,8802,-0.08743402864629445,840,21.8,36.9,5.0,11.8,3.6,3.4,13.7,11.7,33.3,40.7,2.8
24031703902,MD,Montgomery,7469,-0.09108194342009296,841,19.4,31.0,5.6,9.8,4.8,4.7,18.4,10.9,38.7,29.4,2.8
51059430801,VA,Fairfax,4629,-0.0921967302064215,842,22.9,29.8,8.2,9.3,5.1,4.2,18.8,10.3,38.7,23.9,2.5
24033800213,MD,Prince George's,4826,-0.09413959255957692,843,20.6,33.7,4.7,11.1,4.0,4.3,15.6,11.9,33.5,39.5,2.7
51059460702,VA,Fairfax,4649,-0.0942750874763762,844,23.4,30.0,8.5,9.2,5.0,4.0,19.2,10.0,39.2,23.6,2.4
24031704404,MD,Montgomery,5733,-0.09613038512197716,845,22.8,31.3,10.1,8.7,5.3,3.7,17.1,8.7,42.4,22.3,2.6
51059432701,VA,Fairfax,3132,-0.09631665572652212,846,23.1,30.5,8.3,9.3,5.0,3.9,18.6,10.4,39.1,23.7,2.5
24031700815,MD,Montgomery,8255,-0.09650983556025702,847,19.0,31.7,4.8,9.9,4.6,4.8,17.8,11.7,39.0,29.5,2.9
51059482303,VA,Fairfax,3617,-0.09795446204800871,848,23.7,29.0,9.4,9.5,4.8,3.8,20.2,8.9,38.4,23.6,2.3
24033800608,MD,Prince George's,8212,-0.09804447575994467,849,21.5,37.3,4.5,12.0,3.4,3.4,13.8,11.9,32.8,42.1,2.7
24033800605,MD,Prince George's,4867,-0.09823609986080874,850,20.8,35.7,4.5,11.8,3.7,4.0,14.3,11.5,32.2,40.8,2.9
24033806713,MD,Prince George's,4036,-0.09850623225504927,851,17.7,32.2,2.8,12.4,3.5,5.0,17.4,11.6,29.1,45.2,2.8
51013100900,VA,Arlington,4406,-0.1023280448564517,852,23.5,29.3,8.0,9.3,4.6,4.1,21.5,9.0,37.9,25.8,2.3
24031703206,MD,Montgomery,3951,-0.10339344203617268,853,21.0,33.0,7.2,9.0,5.1,4.1,15.9,11.0,41.7,25.9,2.8
51059481202,VA,Fairfax,6301,-0.10352403123913959,854,20.2,29.6,5.4,9.9,4.9,4.8,19.6,11.8,35.6,28.4,2.7
24031701201,MD,Montgomery,6144,-0.1051778202468395,855,19.5,29.9,6.1,9.3,5.0,4.9,18.9,10.5,39.4,27.3,2.8
51059452101,VA,Fairfax,5091,-0.10731579327036452,856,22.1,30.6,6.9,9.2,5.1,4.3,17.7,11.7,39.0,24.4,2.7
51059450900,VA,Fairfax,1704,-0.1093264486252989,857,23.1,29.9,8.6,8.9,5.2,4.0,18.5,10.3,39.6,22.9,2.5
51013101000,VA,Arlington,3319,-0.10939008453770235,858,23.7,28.7,8.2,9.5,4.4,3.9,22.1,8.7,37.7,26.1,2.2
51153901225,VA,Prince William,4875,-0.11157462705949825,859,21.4,31.8,6.4,9.7,4.4,4.2,19.2,10.4,36.1,32.3,2.5
51059431001,VA,Fairfax,4948,-0.11172681349489434,860,21.9,30.2,6.9,9.2,5.1,4.4,18.2,11.6,38.8,24.4,2.6
51685920202,VA,Manassas Park,7210,-0.11179867004192023,861,20.3,30.4,4.9,10.0,4.2,4.5,20.8,11.2,34.5,34.7,2.5
24031702900,MD,Montgomery,5439,-0.11413159993677083,862,22.6,31.5,9.5,9.2,4.8,3.5,17.7,8.6,42.0,24.3,2.4
24031700610,MD,Montgomery,1938,-0.11536429018143214,863,22.1,31.2,9.2,8.7,5.1,3.8,17.1,9.3,43.6,22.6,2.5
51059422201,VA,Fairfax,4071,-0.11539088266911039,864,22.6,31.4,7.4,9.2,5.1,4.0,17.0,11.7,39.7,22.5,2.7
24031700810,MD,Montgomery,5277,-0.11680827548075151,865,20.3,31.5,6.5,9.5,4.8,4.4,17.4,10.6,39.9,27.8,2.7
24031700818,MD,Montgomery,6624,-0.11690314880348952,866,17.3,31.2,3.7,10.6,4.3,5.0,19.4,11.5,35.4,33.9,2.8
24031702200,MD,Montgomery,4361,-0.11746409202478775,867,21.1,30.5,7.6,9.5,4.6,4.2,18.7,9.3,40.7,26.4,2.5
51059482400,VA,Fairfax,2344,-0.11824624850187422,868,23.9,29.6,9.6,9.1,5.0,3.6,19.0,9.3,40.0,22.0,2.3
24031706010,MD,Montgomery,3147,-0.11853819281057741,869,22.5,32.0,9.4,8.7,5.1,3.6,16.2,9.5,43.5,22.3,2.6
24031704000,MD,Montgomery,7285,-0.11918497305967328,870,20.4,31.1,6.8,9.4,4.9,4.2,17.7,10.3,40.0,27.0,2.8
24031706008,MD,Montgomery,5301,-0.11966451030823215,871,22.9,31.9,10.3,8.3,5.2,3.4,16.3,9.2,45.5,20.5,2.4
24033803514,MD,Prince George's,5436,-0.11998121080944059,872,21.1,35.8,4.4,12.4,3.3,3.4,14.9,11.3,31.3,42.1,2.7
24031701101,MD,Montgomery,4705,-0.11999678460260386,873,19.9,30.1,6.5,9.1,5.1,4.7,18.2,10.4,40.5,26.6,2.7
24031700729,MD,Montgomery,2579,-0.12077009832478343,874,18.8,31.7,4.8,9.5,4.7,4.8,17.5,12.0,39.4,29.0,2.9
24031702301,MD,Montgomery,3551,-0.12119569630582362,875,18.2,31.2,4.6,10.3,4.5,4.9,18.5,10.9,36.1,32.4,2.9
11001009508,DC,District of Columbia,4243,-0.12163291486316749,876,19.6,33.4,5.5,10.6,4.4,4.2,19.2,9.7,33.6,26.6,3.6
51013101200,VA,Arlington,3897,-0.12435707536724044,877,23.9,29.6,8.6,8.9,4.9,3.9,20.1,9.1,38.2,24.9,2.4
24031705902,MD,Montgomery,4402,-0.12485082497403686,878,22.9,31.1,10.5,8.6,5.1,3.4,16.8,8.6,44.2,21.4,2.4
51059490502,VA,Fairfax,6585,-0.12517100468635314,879,23.4,30.7,8.6,8.7,5.2,3.9,17.5,10.8,40.8,21.2,2.5
24031701702,MD,Montgomery,2274,-0.12520630586338488,880,18.8,31.7,5.0,10.5,4.3,4.4,18.7,10.6,36.7,32.4,2.7
24031703901,MD,Montgomery,3109,-0.12647169139416678,881,21.2,30.7,7.7,9.4,4.7,4.1,18.5,9.3,40.7,26.0,2.5
51059491102,VA,Fairfax,3422,-0.126541373912841,882,22.4,28.7,7.9,9.4,4.9,4.4,19.8,9.8,38.4,23.4,2.4
51013100100,VA,Arlington,5125,-0.12776015467782037,883,24.0,28.8,8.7,9.2,4.5,3.9,21.3,8.6,38.7,24.3,2.2
24031700721,MD,Montgomery,3200,-0.12794852265608803,884,18.7,31.1,5.0,9.8,4.6,4.7,18.3,11.2,37.9,31.0,2.8
11001000400,DC,District of Columbia,1643,-0.13023733543589808,885,21.3,28.7,9.7,9.0,4.9,4.3,21.3,7.5,39.2,20.0,2.7
51059430802,VA,Fairfax,4276,-0.13029898849625743,886,22.1,29.1,7.3,9.6,4.8,4.2,19.9,10.2,37.2,25.2,2.5
24031701417,MD,Montgomery,6168,-0.1314278582323465,887,17.9,32.9,3.9,11.3,4.0,4.4,18.4,11.0,34.7,33.5,2.9
51153900409,VA,Prince William,5517,-0.13215967479681867,888,19.5,30.7,4.8,9.9,4.4,4.4,19.5,11.4,34.6,35.2,2.7
51059480201,VA,Fairfax,4646,-0.13240542908730932,889,24.2,30.8,10.0,8.5,5.2,3.5,17.1,10.0,41.8,20.1,2.4
51179010219,VA,Stafford,1462,-0.13409676349148517,890,22.0,29.8,6.2,10.2,3.9,3.7,21.4,9.7,35.0,34.0,2.3
51153901505,VA,Prince William,7669,-0.13506632924372006,891,21.9,30.8,7.0,9.6,4.2,3.9,20.4,9.6,37.5,30.1,2.3
51059482201,VA,Fairfax,2481,-0.13591841985758724,892,20.0,28.4,5.7,10.0,4.8,4.8,21.1,10.6,34.4,28.2,2.6
24031700308,MD,Montgomery,6221,-0.13596688812502739,893,20.2,30.5,6.5,9.9,4.4,4.3,18.9,9.8,39.1,27.9,2.6
51059492202,VA,Fairfax,6831,-0.13727532458175487,894,23.5,30.1,8.9,9.2,4.8,3.6,18.6,9.8,40.1,22.7,2.3
24031704502,MD,Montgomery,2786,-0.1382680520303434,895,22.6,31.1,9.9,8.7,5.0,3.4,17.2,8.7,43.7,22.1,2.4
51153901416,VA,Prince William,4984,-0.13894920422146348,896,20.1,30.1,5.3,10.2,3.9,4.2,22.5,9.9,34.4,34.2,2.3
24033806000,MD,Prince George's,6345,-0.13927011448585522,897,18.2,30.2,3.7,10.8,4.3,5.0,16.8,12.1,32.2,41.1,2.8
24021750508,MD,Frederick,5056,-0.14017261012032423,898,18.9,30.4,4.1,10.4,3.9,4.6,21.2,10.5,32.1,40.3,2.5
24031704401,MD,Montgomery,3664,-0.14415437064759126,899,22.2,31.7,9.2,8.7,5.0,3.5,16.6,9.3,43.7,22.5,2.5
51059422302,VA,Fairfax,5788,-0.14570831273695053,900,21.7,29.9,6.7,9.9,4.5,4.1,19.6,10.5,36.8,26.4,2.5
51600300400,VA,Fairfax,4129,-0.14589889394431146,901,21.5,29.9,6.8,9.1,4.8,4.3,19.3,10.6,36.0,30.6,2.5
51059471304,VA,Fairfax,2073,-0.14732408183351717,902,23.0,28.9,8.7,9.4,4.8,3.8,19.9,9.2,38.4,23.4,2.3
24031701221,MD,Montgomery,4491,-0.14789649239852112,903,20.8,32.3,7.0,8.6,5.1,4.1,16.0,11.4,43.4,22.2,2.8
24031703000,MD,Montgomery,1829,-0.15032022130907377,904,20.9,30.1,7.7,9.4,4.6,4.0,19.2,9.0,40.5,26.2,2.4
51059432402,VA,Fairfax,5100,-0.15206107438286587,905,23.1,29.6,8.7,9.2,4.8,3.8,18.9,9.6,38.9,23.2,2.4
24031703209,MD,Montgomery,6618,-0.15254409206538422,906,19.5,31.8,5.9,9.6,4.9,4.2,17.4,10.8,38.4,28.5,2.8
11001008802,DC,District of Columbia,4360,-0.1554156811094197,907,17.8,31.0,4.5,11.1,3.9,4.8,22.4,9.0,31.8,28.0,3.3
51059480402,VA,Fairfax,6028,-0.15583961840716387,908,23.6,30.3,9.4,8.7,5.1,3.6,17.7,10.0,41.0,20.9,2.3
51059432500,VA,Fairfax,5758,-0.15672485796941,909,23.1,29.7,8.7,9.3,4.7,3.7,19.0,9.6,39.1,23.3,2.3
51153901303,VA,Prince William,5107,-0.1604902755599645,910,20.7,29.7,6.1,9.9,4.0,4.2,21.4,9.6,35.8,31.9,2.3
51059480301,VA,Fairfax,3145,-0.1608153320701495,911,23.7,30.4,9.6,8.6,5.2,3.4,17.3,10.0,41.5,20.0,2.4
51059491602,VA,Fairfax,5310,-0.16169928567695868,912,21.0,30.0,6.2,8.8,5.2,4.6,17.5,12.3,39.0,23.8,2.7
51059461100,VA,Fairfax,7442,-0.16230350818252942,913,23.2,29.3,9.1,9.0,5.0,3.8,18.5,9.5,39.3,22.0,2.4
51153901403,VA,Prince William,6754,-0.16233499389907757,914,18.9,29.9,4.7,9.9,4.2,4.6,21.5,10.7,33.2,35.4,2.5
51059431802,VA,Fairfax,3259,-0.16325854676335075,915,22.6,30.0,8.1,8.8,5.1,3.9,17.8,10.7,39.5,23.1,2.5
51059431602,VA,Fairfax,6485,-0.16347653564827233,916,21.0,30.9,5.8,8.9,5.1,4.4,17.2,12.8,39.0,24.3,2.7
51013102003,VA,Arlington,4820,-0.16447308006675715,917,20.8,29.0,5.9,9.3,4.8,4.4,21.2,10.6,34.6,28.9,2.6
51153901226,VA,Prince William,6345,-0.16508602395828145,918,20.0,31.5,5.0,10.0,4.1,4.1,19.5,11.2,35.2,33.6,2.5
51059481701,VA,Fairfax,6196,-0.16532877384777708,919,23.7,29.6,9.6,8.9,4.9,3.5,18.3,9.3,40.6,21.3,2.3
24031705701,MD,Montgomery,4652,-0.1655606600477793,920,21.8,29.8,9.3,9.0,4.8,3.8,18.3,8.3,41.8,23.0,2.4
24033805602,MD,Prince George's,5555,-0.16729159658005846,921,15.1,28.1,2.2,10.2,4.5,5.7,17.6,13.5,31.4,45.6,2.8
51059480502,VA,Fairfax,5763,-0.1673753591719764,922,22.8,28.9,8.3,9.4,4.6,3.8,19.7,9.5,38.7,23.6,2.3
24031700614,MD,Montgomery,5624,-0.16744120223446118,923,19.2,31.0,5.5,9.9,4.4,4.4,18.1,10.7,38.4,29.0,2.7
51107611101,VA,Loudoun,4716,-0.1694855467797165,924,21.2,30.0,6.2,9.7,4.4,4.3,20.6,9.6,34.4,31.9,2.4
51153901508,VA,Prince William,6034,-0.16968945569302538,925,19.8,30.5,5.1,9.8,4.1,4.4,21.1,10.5,35.0,32.9,2.4
51059460300,VA,Fairfax,2896,-0.17040019873091525,926,23.8,29.4,10.0,8.9,4.9,3.4,18.4,9.0,40.2,21.3,2.3
24031700725,MD,Montgomery,6270,-0.17150196107025287,927,16.2,29.0,3.5,10.2,4.5,5.2,19.6,11.6,35.4,33.7,2.8
51059482302,VA,Fairfax,4625,-0.1723567212967706,928,18.4,28.1,4.3,10.5,4.4,5.1,21.6,10.9,32.7,30.7,2.6
