LocationID,ACCESS2,ARTHRITIS,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COLON_SCREEN,COPD,DENTAL,DEPRESSION,DIABETES,HIGHCHOL,LACKTRPT,MAMMOUSE,OBESITY,STROKE,TEETHLOST
11001007100,7.7,17.9,29.4,68.7,4.7,11.3,3.9,74.3,87.1,65.1,5.3,64.0,24.7,8.6,32.3,11.0,75.7,28.2,3.1,12.4
11001007201,3.6,8.0,14.0,50.1,3.2,9.0,1.2,69.2,88.9,66.1,1.4,79.4,23.8,2.5,23.4,4.3,78.7,18.7,0.9,3.0
11001007202,3.5,7.2,12.5,47.1,2.9,9.1,1.1,68.1,88.2,68.9,1.3,79.7,25.2,2.1,22.0,4.1,80.2,17.8,0.8,3.1
11001007203,4.5,10.4,17.6,57.8,3.7,9.4,1.8,70.4,88.0,70.3,2.1,77.5,23.6,3.7,25.7,5.4,79.2,20.3,1.3,5.5
11001007301,5.6,9.4,16.0,51.3,3.1,9.6,1.7,68.5,85.5,60.7,2.2,71.9,24.6,3.4,24.4,6.7,75.6,20.7,1.1,7.3
11001007304,10.0,23.1,41.1,75.5,4.8,12.9,5.8,79.5,87.9,62.2,7.3,47.7,20.9,13.7,34.8,17.1,71.0,34.6,5.3,30.8
11001007401,14.4,26.1,46.4,75.2,4.3,14.5,7.6,78.8,84.6,60.3,11.8,43.3,23.9,18.3,36.8,26.8,66.8,41.4,7.0,24.8
11001007403,15.8,24.4,44.5,71.6,3.7,15.4,6.7,77.6,82.0,53.9,11.9,39.0,25.7,16.8,34.2,31.0,67.2,42.7,6.6,35.8
11001007404,9.2,19.5,35.3,71.2,3.8,13.3,3.9,78.2,87.6,66.6,5.7,56.5,21.8,10.7,31.6,15.9,77.9,33.2,3.9,17.9
11001007406,9.9,19.4,36.7,69.0,3.2,14.2,4.1,78.1,85.6,59.1,6.7,44.4,24.3,11.6,30.2,21.5,67.6,37.8,4.1,20.6
11001007407,9.9,21.1,39.3,72.6,4.0,13.0,5.0,78.6,87.0,63.5,7.0,53.2,22.0,12.9,33.1,18.5,76.8,36.2,4.6,27.1
11001007408,13.8,23.9,44.4,71.7,3.6,14.9,6.5,78.3,82.3,57.4,11.3,37.8,25.3,16.7,33.7,30.5,71.3,43.0,6.3,30.2
11001007409,13.1,23.1,41.5,72.4,3.8,14.6,5.6,78.1,84.7,56.7,9.4,41.8,24.1,14.7,33.8,24.1,71.8,38.8,5.6,44.7
11001007502,9.7,25.6,44.3,78.1,5.2,13.0,6.5,80.8,88.9,67.6,8.1,55.4,20.4,15.5,37.3,16.7,76.5,35.4,5.8,23.5
11001007503,8.9,20.7,37.3,72.8,4.4,12.7,4.7,78.5,88.2,59.7,6.2,47.9,21.5,11.6,33.0,15.4,73.0,33.7,4.3,22.7
11001007504,10.1,22.9,41.5,74.4,4.4,13.2,5.7,79.0,87.4,63.9,7.8,53.7,21.8,14.2,35.0,18.7,74.2,36.6,5.2,26.4
11001007601,9.5,24.2,41.9,76.9,5.3,12.7,6.0,79.9,89.1,67.1,7.5,53.1,20.6,14.1,36.6,15.4,71.0,33.8,5.3,25.0
11001007603,5.1,23.1,39.1,79.2,6.4,11.4,4.7,82.5,93.2,77.1,4.5,71.5,17.8,11.2,36.7,8.4,76.4,28.8,4.0,12.7
11001007604,6.8,25.3,42.8,79.7,6.1,12.0,5.9,82.0,91.8,69.5,6.3,60.6,18.9,13.8,38.0,11.6,76.3,31.9,5.1,22.1
11001007605,8.1,24.5,42.9,77.9,5.3,12.4,5.7,81.0,90.0,67.4,6.8,53.4,19.5,14.2,36.7,14.2,77.5,34.1,5.2,18.4
