LocationID,lisa_q,lisa_p,lisa_I
24017850300,0,0.262,0.16298990717454281
24021751004,2,0.017,-0.23101979386861032
24017851301,0,0.202,0.25881402570854495
24017850906,0,0.091,0.3166584339238107
24021751201,0,0.157,-0.1273043938331825
24031704805,3,0.001,0.9932464005158055
24031700832,0,0.202,0.15933833469134426
24031704502,3,0.001,1.1319795689184309
24033800516,0,0.319,-0.016656156473368215
24033800513,0,0.462,-3.69297562461309e-05
24021752802,0,0.307,-0.01667486034286767
24031701422,0,0.339,0.052214046256674494
24033800402,0,0.496,-0.01143239719356179
24031700713,1,0.037,1.0058279215804975
24031706008,3,0.001,1.3555347332411016
24031701220,3,0.001,1.1830199034011828
24031702402,0,0.137,0.19484634705682727
24031703221,2,0.048,-0.2985885641317032
24031700811,0,0.171,0.10226792112289235
24031704000,3,0.048,0.1538764579782073
24031700829,0,0.281,-0.15734813161406225
24033800217,0,0.053,0.15202629916332294
24031701221,3,0.001,0.5690476403889471
24031700710,0,0.13,0.2970855698469985
24033800606,0,0.209,-0.002057446002705138
24031705903,3,0.001,1.4497687913368884
24031701222,3,0.001,0.9948130919976783
24031701001,0,0.174,0.07739510882124191
24031703301,0,0.133,0.07223628737988533
24033800218,0,0.111,0.6366862077683215
24031700204,0,0.117,0.005381895280460724
24031703501,0,0.326,0.06484642198290202
24031701425,1,0.027,0.0650138919943307
