Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2023,VA,Virginia,Stafford,51179,51179010502,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.9,,,8.4,13.8,"4,226","3,310",POINT (-77.4125747 38.2809373),51179010502,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,VA,Virginia,Warren,51187,51187020200,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.4,,,6.0,9.3,"3,865","3,118",POINT (-78.1851961 38.993678),51187020200,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,VA,Virginia,Alexandria,51510,51510201000,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,3.1,,,2.4,3.9,"2,831","2,535",POINT (-77.0814867 38.8377946),51510201000,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,VA,Virginia,Stafford,51179,51179010308,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,25.2,,,21.8,28.8,"2,618","1,942",POINT (-77.5945671 38.3850509),51179010308,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,VA,Virginia,Spotsylvania,51177,51177020314,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.3,,,9.7,12.8,"1,850","1,290",POINT (-77.5241261 38.2051728),51177020314,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,VA,Virginia,Alexandria,51510,51510200403,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,7.9,,,6.8,9.1,"1,410","1,255",POINT (-77.1209266 38.8035154),51510200403,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,VA,Virginia,Warren,51187,51187020602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.2,,,23.5,33.4,"2,665","2,012",POINT (-78.1564775 38.8647785),51187020602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,VA,Virginia,Alexandria,51510,51510201300,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,3.7,,,3.0,4.6,"4,004","3,164",POINT (-77.0544298 38.8235803),51510201300,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2023,VA,Virginia,Stafford,51179,51179010502,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.3,,,19.5,27.6,"4,226","3,310",POINT (-77.4125747 38.2809373),51179010502,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Stafford,51179,51179010108,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,87.6,,,85.7,89.3,"6,426","4,597",POINT (-77.3783942 38.4821465),51179010108,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,VA,Virginia,Warren,51187,51187020102,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.4,,,7.6,11.5,"4,010","3,053",POINT (-78.03247759999999 38.9733204),51187020102,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,VA,Virginia,Warren,51187,51187020601,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.6,,,3.2,4.1,"6,094","4,692",POINT (-78.1575275 38.9347811),51187020601,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,VA,Virginia,Alexandria,51510,51510201204,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,32.6,,,28.7,36.5,"2,878","2,420",POINT (-77.05602 38.8341111),51510201204,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,VA,Virginia,Alexandria,51510,51510200301,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,84.8,,,82.4,87.0,"3,333","2,626",POINT (-77.1164683 38.8260946),51510200301,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,VA,Virginia,Alexandria,51510,51510200406,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,3.1,,,2.7,3.6,"4,949","3,959",POINT (-77.1360556 38.8117133),51510200406,HLTHOUT,COPD,CrdPrv,COPD
2023,VA,Virginia,Warren,51187,51187020300,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,14.8,,,12.1,18.0,"6,829","5,398",POINT (-78.2882849 38.9128381),51187020300,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,VA,Virginia,Fredericksburg,51630,51630000100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.6,,,8.0,11.2,"3,175","2,789",POINT (-77.466221 38.30416),51630000100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,VA,Virginia,Stafford,51179,51179010406,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,"3,216","2,376",POINT (-77.4335641 38.3051765),51179010406,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,VA,Virginia,Alexandria,51510,51510200305,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.5,,,9.9,13.3,"2,426","2,044",POINT (-77.1212644 38.8144158),51510200305,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,VA,Virginia,Alexandria,51510,51510200408,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.2,,,9.9,14.7,"2,713","2,113",POINT (-77.1359476 38.8051567),51510200408,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,VA,Virginia,Fairfax,51600,51600300400,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.8,,,4.2,5.5,"4,129","3,332",POINT (-77.3207879 38.8462945),51600300400,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,VA,Virginia,Stafford,51179,51179010301,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,70.3,,,67.2,73.4,"4,690","3,522",POINT (-77.5721534 38.4539457),51179010301,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,VA,Virginia,Spotsylvania,51177,51177020201,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.8,,,20.2,27.3,"7,310","5,215",POINT (-77.4229079 38.2496542),51177020201,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Stafford,51179,51179010218,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,13.6,,,11.4,16.2,"4,638","3,588",POINT (-77.448635 38.4093294),51179010218,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,VA,Virginia,Alexandria,51510,51510200403,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,75.7,,,71.7,79.1,"1,410","1,255",POINT (-77.1209266 38.8035154),51510200403,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2023,VA,Virginia,Spotsylvania,51177,51177020204,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.1,,,9.5,14.8,"4,572","3,578",POINT (-77.4903394 38.2315022),51177020204,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,VA,Virginia,Alexandria,51510,51510200705,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,29.5,,,25.1,34.3,"2,597","2,463",POINT (-77.0626501 38.8029936),51510200705,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,VA,Virginia,Alexandria,51510,51510200403,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,20.0,,,16.6,23.3,"1,410","1,255",POINT (-77.1209266 38.8035154),51510200403,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,VA,Virginia,Spotsylvania,51177,51177020104,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,15.6,,,13.3,18.1,"4,945","3,684",POINT (-77.6620008 38.2898382),51177020104,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,VA,Virginia,Stafford,51179,51179010404,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,22.9,,,19.3,26.7,"6,642","4,956",POINT (-77.4508489 38.333362),51179010404,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Spotsylvania,51177,51177020112,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,14.0,,,11.3,16.8,"2,749","2,034",POINT (-77.5876906 38.2772719),51177020112,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,VA,Virginia,Spotsylvania,51177,51177020408,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,8.6,,,6.8,10.6,"3,100","2,203",POINT (-77.7227009 38.3048517),51177020408,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,VA,Virginia,Alexandria,51510,51510200302,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.8,11.3,"4,452","3,259",POINT (-77.1174125 38.8195648),51510200302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,VA,Virginia,Alexandria,51510,51510200705,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,9.9,,,8.4,11.7,"2,597","2,463",POINT (-77.0626501 38.8029936),51510200705,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,VA,Virginia,Alexandria,51510,51510200801,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,12.6,,,11.0,14.4,"2,701","1,998",POINT (-77.0808815 38.8166038),51510200801,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,VA,Virginia,Alexandria,51510,51510201900,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.8,,,7.1,8.6,"1,798","1,594",POINT (-77.050946 38.8049862),51510201900,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,VA,Virginia,Spotsylvania,51177,51177020404,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,7.9,,,7.0,8.9,"3,677","2,889",POINT (-77.7060594 38.0721767),51177020404,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,VA,Virginia,Spotsylvania,51177,51177020109,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,38.2,,,32.5,43.9,"3,656","2,838",POINT (-77.5427972 38.2804092),51177020109,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,VA,Virginia,Alexandria,51510,51510201802,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,33.2,,,27.2,39.3,"2,084","1,803",POINT (-77.0424767 38.8074142),51510201802,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,VA,Virginia,Spotsylvania,51177,51177020108,BRFSS,Disability,Any disability among adults,%,Crude prevalence,36.0,,,31.3,40.9,"4,225","3,201",POINT (-77.5220283 38.2811368),51177020108,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,VA,Virginia,Warren,51187,51187020200,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.3,,,5.6,7.2,"3,865","3,118",POINT (-78.1851961 38.993678),51187020200,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,VA,Virginia,Fredericksburg,51630,51630000500,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.9,,,20.4,27.8,"8,872","6,361",POINT (-77.5063977 38.3007831),51630000500,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Spotsylvania,51177,51177020305,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.0,,,2.6,3.5,"3,858","2,950",POINT (-77.5120779 38.2370986),51177020305,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,VA,Virginia,Alexandria,51510,51510200110,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,89.2,,,87.5,90.7,"2,614","2,437",POINT (-77.1029359 38.8367246),51510200110,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,VA,Virginia,Spotsylvania,51177,51177020311,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,45.2,,,37.8,52.6,"5,571","4,324",POINT (-77.5642531 38.1471853),51177020311,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,VA,Virginia,Alexandria,51510,51510201900,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,5.6,,,4.3,7.2,"1,798","1,594",POINT (-77.050946 38.8049862),51510201900,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2023,VA,Virginia,Alexandria,51510,51510200105,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,17.5,,,13.6,22.0,"4,065","3,392",POINT (-77.1134622 38.8327537),51510200105,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,VA,Virginia,Stafford,51179,51179010403,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,16.6,,,13.5,20.2,"3,815","2,776",POINT (-77.4316504 38.3593183),51179010403,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,VA,Virginia,Falls Church,51610,51610500300,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,31.4,,,25.1,38.3,"4,437","3,348",POINT (-77.1619697 38.8788854),51610500300,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,VA,Virginia,Spotsylvania,51177,51177020110,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.7,,,21.9,31.3,"3,881","2,896",POINT (-77.5564746 38.2735515),51177020110,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,VA,Virginia,Spotsylvania,51177,51177020104,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,71.1,,,67.8,74.1,"4,945","3,684",POINT (-77.6620008 38.2898382),51177020104,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,VA,Virginia,Stafford,51179,51179010106,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.3,,,8.3,12.7,"3,865","2,999",POINT (-77.3640763 38.3790248),51179010106,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,VA,Virginia,Alexandria,51510,51510200701,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.3,,,9.2,14.0,951,853,POINT (-77.0816421 38.8035955),51510200701,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,VA,Virginia,Warren,51187,51187020200,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,7.1,,,5.7,8.8,"3,865","3,118",POINT (-78.1851961 38.993678),51187020200,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,VA,Virginia,Alexandria,51510,51510201202,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,23.6,,,20.6,26.9,"3,429","2,742",POINT (-77.0634792 38.8327236),51510201202,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,VA,Virginia,Stafford,51179,51179010217,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,10.9,,,9.2,12.6,"5,305","4,044",POINT (-77.5027376 38.4431247),51179010217,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,VA,Virginia,Spotsylvania,51177,51177020105,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,18.4,,,15.3,21.7,"2,434","1,844",POINT (-77.6612739 38.3438836),51177020105,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,VA,Virginia,Spotsylvania,51177,51177020106,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,81.8,,,75.7,86.8,"8,064","6,253",POINT (-77.5817765 38.3103641),51177020106,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,VA,Virginia,Alexandria,51510,51510200704,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,76.2,,,73.4,78.8,"2,906","2,692",POINT (-77.067989 38.8013013),51510200704,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,VA,Virginia,Stafford,51179,51179010201,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,13.2,,,10.7,16.5,"1,633","1,602",POINT (-77.4512451 38.5276989),51179010201,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,VA,Virginia,Spotsylvania,51177,51177020307,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,20.9,,,17.8,24.1,"3,791","2,825",POINT (-77.5428503 38.2532909),51177020307,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,VA,Virginia,Spotsylvania,51177,51177020308,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.4,,,9.7,13.0,"4,032","2,938",POINT (-77.550644 38.245347),51177020308,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,VA,Virginia,Spotsylvania,51177,51177020206,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.0,,,4.4,5.7,"4,570","3,558",POINT (-77.4616442 38.1927237),51177020206,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,VA,Virginia,Stafford,51179,51179010304,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,38.4,,,34.0,42.9,"6,868","5,328",POINT (-77.4780609 38.363103),51179010304,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,VA,Virginia,Stafford,51179,51179010308,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,11.0,,,9.0,13.3,"2,618","1,942",POINT (-77.5945671 38.3850509),51179010308,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,VA,Virginia,Alexandria,51510,51510200109,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.7,,,3.2,4.2,"5,794","4,431",POINT (-77.1361626 38.8237508),51510200109,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,VA,Virginia,Warren,51187,51187020500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.7,,,10.3,13.3,"4,178","3,230",POINT (-78.1900959 38.9236563),51187020500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,VA,Virginia,Spotsylvania,51177,51177020204,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,69.2,,,64.6,73.5,"4,572","3,578",POINT (-77.4903394 38.2315022),51177020204,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2023,VA,Virginia,Fredericksburg,51630,51630000202,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.8,,,21.1,28.9,"1,521","1,327",POINT (-77.4733537 38.3151592),51630000202,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Spotsylvania,51177,51177020408,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,86.1,,,83.8,88.0,"3,100","2,203",POINT (-77.7227009 38.3048517),51177020408,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,VA,Virginia,Spotsylvania,51177,51177020316,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.2,,,5.9,8.5,"5,003","3,703",POINT (-77.5846322 38.2231828),51177020316,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,VA,Virginia,Alexandria,51510,51510201400,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,4.2,,,3.4,5.1,"4,158","3,255",POINT (-77.0616812 38.8219432),51510201400,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,VA,Virginia,Alexandria,51510,51510200407,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,8.6,,,7.7,9.4,"3,921","3,392",POINT (-77.1417563 38.8098741),51510200407,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,VA,Virginia,Warren,51187,51187020300,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,10.0,,,8.3,11.8,"6,829","5,398",POINT (-78.2882849 38.9128381),51187020300,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2023,VA,Virginia,Spotsylvania,51177,51177020313,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,27.7,,,24.3,31.2,695,536,POINT (-77.5034593 38.204463),51177020313,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,VA,Virginia,Stafford,51179,51179010306,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,38.3,,,30.8,46.3,"2,773","1,920",POINT (-77.4863367 38.3318251),51179010306,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,VA,Virginia,Warren,51187,51187020300,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.1,,,3.6,4.6,"6,829","5,398",POINT (-78.2882849 38.9128381),51187020300,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,VA,Virginia,Stafford,51179,51179010219,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,3.9,,,3.3,4.4,"1,462","1,017",POINT (-77.4661822 38.4556689),51179010219,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,VA,Virginia,Alexandria,51510,51510200407,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,5.8,,,4.9,6.8,"3,921","3,392",POINT (-77.1417563 38.8098741),51510200407,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,VA,Virginia,Stafford,51179,51179010304,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.6,,,6.9,10.6,"6,868","5,328",POINT (-77.4780609 38.363103),51179010304,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,VA,Virginia,Stafford,51179,51179010206,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.7,,,2.4,3.0,"5,495","3,945",POINT (-77.4575355 38.4797055),51179010206,HLTHOUT,STROKE,CrdPrv,Stroke
2023,VA,Virginia,Warren,51187,51187020601,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,76.5,,,73.6,79.2,"6,094","4,692",POINT (-78.1575275 38.9347811),51187020601,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,VA,Virginia,Alexandria,51510,51510200305,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.0,,,6.2,7.7,"2,426","2,044",POINT (-77.1212644 38.8144158),51510200305,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,VA,Virginia,Alexandria,51510,51510200802,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,7.6,,,6.3,9.2,"2,991","2,361",POINT (-77.0785167 38.8091228),51510200802,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,VA,Virginia,Spotsylvania,51177,51177020201,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.8,,,15.5,20.1,"7,310","5,215",POINT (-77.4229079 38.2496542),51177020201,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,VA,Virginia,Spotsylvania,51177,51177020406,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.8,,,3.4,4.3,"3,817","2,928",POINT (-77.7225824 38.1791459),51177020406,HLTHOUT,STROKE,CrdPrv,Stroke
2023,VA,Virginia,Fredericksburg,51630,51630000400,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,22.6,,,19.3,26.5,"3,528","2,795",POINT (-77.4583457 38.287654),51630000400,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Stafford,51179,51179010206,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,22.6,,,19.0,26.7,"5,495","3,945",POINT (-77.4575355 38.4797055),51179010206,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Alexandria,51510,51510200409,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.4,,,3.0,3.9,"6,318","5,216",POINT (-77.1267592 38.8101164),51510200409,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,VA,Virginia,Stafford,51179,51179010406,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,65.6,,,61.0,70.2,"3,216","2,376",POINT (-77.4335641 38.3051765),51179010406,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2023,VA,Virginia,Alexandria,51510,51510200406,BRFSS,Disability,Any disability among adults,%,Crude prevalence,22.9,,,19.6,26.3,"4,949","3,959",POINT (-77.1360556 38.8117133),51510200406,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,VA,Virginia,Alexandria,51510,51510200703,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.0,,,12.1,18.6,"3,494","2,982",POINT (-77.0566261 38.7971997),51510200703,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,VA,Virginia,Spotsylvania,51177,51177020304,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,8.1,,,6.6,9.8,"4,351","3,445",POINT (-77.5209704 38.2616661),51177020304,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,VA,Virginia,Spotsylvania,51177,51177020314,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.6,,,20.4,28.8,"1,850","1,290",POINT (-77.5241261 38.2051728),51177020314,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,VA,Virginia,Warren,51187,51187020601,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,15.7,,,12.8,19.0,"6,094","4,692",POINT (-78.1575275 38.9347811),51187020601,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,VA,Virginia,Fairfax,51600,51600300300,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,5.8,,,5.0,6.7,"5,889","4,847",POINT (-77.2774603 38.8475799),51600300300,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,VA,Virginia,Spotsylvania,51177,51177020404,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.0,,,11.3,14.8,"3,677","2,889",POINT (-77.7060594 38.0721767),51177020404,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,VA,Virginia,Alexandria,51510,51510200201,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,22.4,,,19.1,25.8,"3,505","2,986",POINT (-77.0986804 38.8272503),51510200201,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Spotsylvania,51177,51177020201,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.5,12.7,"7,310","5,215",POINT (-77.4229079 38.2496542),51177020201,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,VA,Virginia,Alexandria,51510,51510201802,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,73.5,,,70.7,76.3,"2,084","1,803",POINT (-77.0424767 38.8074142),51510201802,PREVENT,DENTAL,CrdPrv,Dental Visit
